"filename", "language", "JSON", "XML", "Ignore", "Properties", "Markdown", "Batch", "HTML", "YAML", "Java", "Shell Script", "JavaScript", "comment", "blank", "total"
"d:\BOA\Dev\apisBoaExpress\src\main\java\com\boa\api\web\rest\errors\FieldErrorVM.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 11, 33
"d:\BOA\Dev\apisBoaExpress\src\main\java\com\boa\api\web\rest\errors\InvalidPasswordException.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 5, 14
"d:\BOA\Dev\apisBoaExpress\src\main\java\com\boa\api\web\rest\errors\LoginAlreadyUsedException.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 4, 11
"d:\BOA\Dev\apisBoaExpress\src\main\java\com\boa\api\web\rest\errors\package-info.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 1, 7
"d:\BOA\Dev\apisBoaExpress\src\main\java\com\boa\api\web\rest\package-info.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 5
"d:\BOA\Dev\apisBoaExpress\src\main\java\com\boa\api\web\rest\vm\KeyAndPasswordVM.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 3, 8, 28
"d:\BOA\Dev\apisBoaExpress\src\main\java\com\boa\api\web\rest\vm\LoginVM.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 4, 13, 54
"d:\BOA\Dev\apisBoaExpress\src\main\java\com\boa\api\web\rest\vm\ManagedUserVM.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 5, 10, 36
"d:\BOA\Dev\apisBoaExpress\src\main\java\com\boa\api\web\rest\vm\package-info.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 5
"d:\BOA\Dev\apisBoaExpress\src\main\resources\config\application-dev.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 32, 8, 107
"d:\BOA\Dev\apisBoaExpress\src\main\resources\config\application-prod.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 64, 9, 138
"d:\BOA\Dev\apisBoaExpress\src\main\resources\config\application-tls.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 9, 1, 20
"d:\BOA\Dev\apisBoaExpress\src\main\resources\config\application.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 45, 9, 183
"d:\BOA\Dev\apisBoaExpress\src\main\resources\config\liquibase\changelog\00000000000000_initial_schema.xml", "XML", 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 120
"d:\BOA\Dev\apisBoaExpress\src\main\resources\config\liquibase\master.xml", "XML", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 22
"d:\BOA\Dev\apisBoaExpress\src\main\resources\i18n\messages.properties", "Properties", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 4, 4, 22
"d:\BOA\Dev\apisBoaExpress\src\main\resources\logback-spring.xml", "XML", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 7, 70
"d:\BOA\Dev\apisBoaExpress\src\main\resources\templates\error.html", "HTML", 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 13, 93
"d:\BOA\Dev\apisBoaExpress\src\main\resources\templates\mail\activationEmail.html", "HTML", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 1, 21
"d:\BOA\Dev\apisBoaExpress\src\main\resources\templates\mail\creationEmail.html", "HTML", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 1, 21
"d:\BOA\Dev\apisBoaExpress\src\main\resources\templates\mail\passwordResetEmail.html", "HTML", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 1, 23
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\ArchTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 6, 30
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\IntegrationTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 3, 3, 18
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\config\NoOpMailConfiguration.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 7, 26
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\config\WebConfigurerTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 3, 28, 132
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\config\WebConfigurerTestController.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 5, 15
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\config\timezone\HibernateTimeZoneIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 3, 36, 163
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\repository\timezone\DateTimeWrapper.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 1, 32, 134
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\repository\timezone\DateTimeWrapperRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 3, 3, 11
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\security\DomainUserDetailsServiceIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 3, 16, 112
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\security\SecurityUtilsUnitTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 3, 11, 78
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\security\jwt\JWTFilterTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 13, 113
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\security\jwt\TokenProviderTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 31, 133
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\service\MailServiceIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 212, 0, 0, 7, 25, 244
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\service\UserServiceIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 153, 0, 0, 3, 30, 186
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\service\mapper\UserMapperTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 3, 30, 133
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\web\rest\AccountResourceIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 640, 0, 0, 15, 108, 763
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\web\rest\PublicUserResourceIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 6, 17, 100
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\web\rest\TestUtil.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 132, 0, 0, 50, 25, 207
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\web\rest\UserJWTControllerIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 3, 14, 99
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\web\rest\UserResourceIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 470, 0, 0, 39, 81, 590
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\web\rest\WithUnauthenticatedMockUser.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 4, 24
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\web\rest\errors\ExceptionTranslatorIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 3, 14, 119
"d:\BOA\Dev\apisBoaExpress\src\test\java\com\boa\api\web\rest\errors\ExceptionTranslatorTestController.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 16, 67
"d:\BOA\Dev\apisBoaExpress\src\test\resources\config\application-testcontainers.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 9, 2, 23
"d:\BOA\Dev\apisBoaExpress\src\test\resources\config\application.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 32, 7, 113
"d:\BOA\Dev\apisBoaExpress\src\test\resources\i18n\messages_en.properties", "Properties", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\BOA\Dev\apisBoaExpress\src\test\resources\logback.xml", "XML", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 50
"d:\BOA\Dev\apisBoaExpress\src\test\resources\templates\mail\testEmail.html", "HTML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"Total", "-", 10398, 1122, 8, 37, 76, 96, 143, 486, 10468, 2, 3, 1989, 2351, 27179
